mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocessing,param_regressor,param_regressor__max_depth,param_regressor__min_samples_split,param_regressor__activation,param_regressor__alpha,param_regressor__hidden_layer_sizes,param_regressor__max_iter,params,split0_test_RMSLE,split1_test_RMSLE,split2_test_RMSLE,split3_test_RMSLE,mean_test_RMSLE,std_test_RMSLE,rank_test_RMSLE,split0_test_R-squared,split1_test_R-squared,split2_test_R-squared,split3_test_R-squared,mean_test_R-squared,std_test_R-squared,rank_test_R-squared,features_transform,target_transform
1.6592894196510315,0.026013316336757762,0.04947543144226074,0.008495493094151004,MinMaxScaler(),RandomForestRegressor(),5,2,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 2}",-0.5735870792511601,-0.5418789376605275,-0.5675145544466451,-0.569884974677136,-0.5632163865088672,0.012507820624412108,118,0.6143514182872036,0.583631317637846,0.6020704969963466,0.5933012651509912,0.5983386245180968,0.011313888605924829,123,"[0,1]",log
1.837684452533722,0.02057260595903294,0.061157405376434326,0.011816288359963038,MinMaxScaler(),RandomForestRegressor(),5,4,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 4}",-0.5722902794885831,-0.5383173070898436,-0.5688467036901247,-0.5669207783467523,-0.5615937671538258,0.013575631715383608,115,0.6159888090779877,0.5836614104803035,0.5991205932089718,0.5970930109461405,0.5989659559283509,0.011484102885297488,122,"[0,1]",log
2.0769314765930176,0.04876955385559515,0.07450783252716064,0.022986744267399002,MinMaxScaler(),RandomForestRegressor(),5,7,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 7}",-0.5720755104326145,-0.5428992254211528,-0.5645989198314485,-0.568861239286964,-0.562108723743045,0.011403280289282202,117,0.6146216296922578,0.5876974387290452,0.6059812467252821,0.5912919754507981,0.5998980726493458,0.010916827788809166,119,"[0,1]",log
2.5258175134658813,0.06625011929307034,0.10412919521331787,0.05411121529259366,MinMaxScaler(),RandomForestRegressor(),5,10,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 10}",-0.578397993922743,-0.5430706266481049,-0.5650404948573426,-0.5698443146664571,-0.5640883575236619,0.013043660463642234,120,0.617336833051782,0.5870426298593838,0.601588748034233,0.5905613820799434,0.5991323982563355,0.01180105841271184,121,"[0,1]",log
1.7799120545387268,0.03368179973414798,0.0374295711517334,0.006529461230120246,MinMaxScaler(),RandomForestRegressor(),5,15,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 15}",-0.5786885893026034,-0.5419367637606687,-0.569682927521507,-0.570438486450228,-0.5651866917587517,0.01388036268182869,121,0.6168719653208926,0.5933727191641798,0.6044307125818565,0.5923384004722108,0.6017534493847849,0.00993248517987146,115,"[0,1]",log
1.4769617319107056,0.007700096934680859,0.04128289222717285,0.00525610705137264,MinMaxScaler(),RandomForestRegressor(),5,20,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 20}",-0.5774047071209849,-0.5406157916648625,-0.5671629408455302,-0.568305086444604,-0.5633721315189953,0.013724689989491359,119,0.6132635916877791,0.583030214843191,0.5988485919860554,0.590609131872664,0.5964378825974224,0.011209994377440448,124,"[0,1]",log
1.4838135838508606,0.014404398118854465,0.0436210036277771,0.008648645625403977,MinMaxScaler(),RandomForestRegressor(),5,30,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 30}",-0.5812953899891238,-0.5412702918896751,-0.5725946242999278,-0.5668046113245564,-0.5654912293758207,0.014904768507007645,123,0.6133541987233092,0.5860043167041249,0.6024601563195495,0.5957482672496288,0.5993917347491531,0.00996071569335906,120,"[0,1]",log
1.7748211026191711,0.022840881678808028,0.05496776103973389,0.014328575962794021,MinMaxScaler(),RandomForestRegressor(),5,40,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 40}",-0.5689538128704758,-0.5408164017394996,-0.5727980079952002,-0.5649216943812213,-0.5618724792465992,0.012471653631849954,116,0.6171566419356789,0.5868879138037677,0.6015334407766548,0.5940766371508359,0.5999136584167344,0.011221463981015155,118,"[0,1]",log
1.6120343208312988,0.040064702483234176,0.055939555168151855,0.01071651217243553,MinMaxScaler(),RandomForestRegressor(),5,50,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 50}",-0.5716758001596138,-0.5443132854493418,-0.5716146892549574,-0.5733452229631114,-0.5652372494567561,0.012100394391261404,122,0.6132265912351582,0.5897133543442779,0.6067945742328272,0.5955060293636055,0.6013101372939672,0.009222987134306762,116,"[0,1]",log
1.956034004688263,0.03339219123639595,0.05780726671218872,0.0238944436808365,MinMaxScaler(),RandomForestRegressor(),5,70,,,,,"{'preprocessing': MinMaxScaler(), 'regressor': RandomForestRegressor(), 'regressor__max_depth': 5, 'regressor__min_samples_split': 70}",-0.5795468812179273,-0.5477475608413648,-0.5658301992886876,-0.5725872298306093,-0.5664279677946472,0.01182536816934384,124,0.6148276947551737,0.5860458822930736,0.6063455639370486,0.5927005819854572,0.5999799307426883,0.01127080306212928,117,"[0,1]",log
